9;20;2;1.5;2
9;19;3;2;3
9;10;3;2;3
9;9;2;1.5;2
9;17;3;2;3
9;9;2;1.5;2
9;12;2;1.5;2
9;16;3;2;3
9;12;2;1.5;2
9;14;2;1.5;2
12;15;3;2;3
12;20;2;1.5;2
12;21;4;2.5;4
12;19;3;2;3
12;18;2;1.5;2
12;22;4;2.5;4
12;24;5;3;5
12;17;4;2.5;4
12;16;1;1;1
12;14;3;2;3
16;25;6;3.5;6
16;29;5;3;5
16;68;6;3.5;6
16;28;4;2.5;4
16;32;5;3;5
16;23;4;2.5;4
16;27;9;5;9
16;20;4;2.5;4
16;30;3;2;3
16;31;4;2.5;4
20;66;6;3.5;6
20;36;5;3;5
20;45;4;2.5;4
20;43;5;3;5
20;42;6;3.5;6
20;41;5;3;5
20;233;225;6.315555555555555;10
20;32;4;2.5;4
20;44;5;3;5
20;26;3;2;3
25;55;10;5.5;10
25;73;8;4.5;8
25;86;7;4;7
25;49;8;4.5;8
25;107;8;4.5;8
25;45;6;3.5;6
25;61;9;5;9
25;424;236;6.389830508474576;10
25;59;7;4;7
25;31;5;3;5
30;81;12;6.5;12
30;47;10;5.5;10
30;58;9;5;9
30;67;9;5;9
30;525;366;9.210382513661202;13
30;142;25;8.24;12
30;68;10;5.5;10
30;65;9;5;9
30;68;9;5;9
30;90;10;5.5;10
36;82;11;6;11
36;159;15;7.333333333333333;12
36;96;12;6.5;12
36;115;59;10.610169491525424;14
36;81;13;7;13
36;671;261;12.448275862068966;15
36;4979;2982;10.927565392354126;17
36;127;13;7;13
36;86;12;6.5;12
36;56;14;7.5;14
42;148;14;7.5;14
42;182;14;7.5;14
42;111;15;8;15
42;155;14;7.5;14
42;125;16;8.5;16
42;148;29;10.10344827586207;16
42;107;15;8;15
42;219;13;7;13
42;183;81;12;15
42;254;99;15.797979797979798;19
