20;41;7;4;7;3;0.42857142857142855
20;61;7;4;7;4;0.5714285714285714
20;29;5;3;5;1;0.2
20;40;7;4;7;2;0.2857142857142857
20;139;65;6.846153846153846;9;2;0.03076923076923077
20;51;10;5.5;10;5;0.5
20;38;3;2;3;3;1
20;46;7;4;7;3;0.42857142857142855
20;37;6;3.5;6;3;0.5
20;46;7;4;7;3;0.42857142857142855
20;54;8;4.5;8;3;0.375
20;40;8;4.5;8;3;0.375
20;44;8;4.5;8;2;0.25
20;71;11;6;11;3;0.2727272727272727
20;42;7;4;7;3;0.42857142857142855
20;42;8;4.5;8;2;0.25
20;91;30;7.166666666666667;10;4;0.13333333333333333
20;38;8;4.5;8;0;0
20;60;24;7.5;11;0;0
20;46;10;5.5;10;1;0.1
25;239;163;9.815950920245399;13;1;0.006134969325153374
25;77;12;6.416666666666667;11;6;0.5
25;2039;1360;12.222058823529412;17;1;0.0007352941176470588
25;369;249;10.325301204819278;14;3;0.012048192771084338
25;195;83;8.313253012048193;12;3;0.03614457831325301
25;59;10;5.5;10;3;0.3
25;12985;9062;10.429375413815935;15;0;0
25;76;9;5;9;5;0.5555555555555556
25;140;10;5.5;10;6;0.6
25;64;8;4.5;8;2;0.25
25;46;6;3.5;6;3;0.5
25;47;9;5;9;4;0.4444444444444444
25;276;10;5.5;10;6;0.6
25;542;266;8.161654135338345;11;2;0.007518796992481203
25;78;10;5.5;10;3;0.3
25;48;9;5;9;3;0.3333333333333333
25;62;10;5.5;10;1;0.1
25;57;10;5.5;10;4;0.4
25;46;8;4.5;8;2;0.25
25;347;89;9.404494382022472;13;0;0
30;174;72;12.222222222222221;15;1;0.013888888888888888
30;76;11;6;11;5;0.45454545454545453
30;846;352;10.755681818181818;14;0;0
30;223;42;10.642857142857142;14;9;0.21428571428571427
30;625;11;6;11;4;0.36363636363636365
30;78;12;6.5;12;3;0.25
30;148;11;6;11;2;0.18181818181818182
30;82;11;6;11;2;0.18181818181818182
30;56;12;6.5;12;1;0.08333333333333333
30;408;259;12.084942084942085;16;7;0.02702702702702703
30;94;18;8.166666666666666;13;3;0.16666666666666666
30;64;10;5.5;10;1;0.1
30;74;13;7;13;4;0.3076923076923077
30;634;344;10.238372093023257;14;6;0.01744186046511628
30;79;9;5;9;3;0.3333333333333333
30;72;11;6;11;3;0.2727272727272727
30;563;345;10.359420289855073;14;1;0.002898550724637681
30;105;11;6;11;6;0.5454545454545454
30;65;9;5;9;3;0.3333333333333333
30;81;13;7;13;3;0.23076923076923078
36;1968;849;11.989399293286219;16;4;0.004711425206124852
36;7244;5737;13.812096914763814;18;3;0.0005229213874847481
36;3150;1818;18.3014301430143;23;3;0.0016501650165016502
36;325;232;14.913793103448276;18;2;0.008620689655172414
36;124;33;12.333333333333334;18;6;0.18181818181818182
36;68;13;7;13;4;0.3076923076923077
36;8656;5991;11.868803204807211;18;1;0.00016691704223001168
36;2448;1690;13.962130177514792;18;3;0.0017751479289940828
36;57045;38862;14.432273171735886;19;2;5.146415521589213e-05
36;12769;7769;13.576908224996782;18;4;0.0005148667782211353
36;105;12;6.5;12;6;0.5
36;78;12;6.5;12;2;0.16666666666666666
36;163;18;9.38888888888889;17;4;0.2222222222222222
36;1597;1814;15.305953693495038;20;1;0.0005512679162072767
36;124;39;12.256410256410257;16;6;0.15384615384615385
36;166;15;8;15;11;0.7333333333333333
36;168328;151725;12.861809194265941;19;4;2.6363486571099026e-05
36;1937;1738;11.226121979286535;16;2;0.0011507479861910242
36;114649;90650;13.040209597352455;19;2;2.206287920573635e-05
36;60545;44828;15.424801463371107;21;2;4.46149727848666e-05
42;957;566;13.56713780918728;17;7;0.012367491166077738
42;608;366;14.289617486338798;18;8;0.02185792349726776
42;8090;3397;16.189284662937887;22;6;0.001766264350897851
42;169;31;12.193548387096774;18;3;0.0967741935483871
42;146;19;10;19;10;0.5263157894736842
42;1367;1252;17.026357827476037;21;6;0.004792332268370607
42;180;19;10;19;9;0.47368421052631576
42;1870;1446;15.462655601659751;19;7;0.004840940525587829
42;7439;6545;14.6585179526356;20;2;0.00030557677616501144
42;16197;10712;16.374253174010455;20;2;0.00018670649738610905
42;18238;11961;17.974667669927264;23;2;0.0001672100994900092
42;232719;168944;14.89915001420589;21;2;1.1838242257789564e-05
42;269;139;15.784172661870503;20;5;0.03597122302158273
42;105;18;9.5;18;3;0.16666666666666666
42;711517;421745;15.654174916122301;22;4;9.484404083035957e-06
42;171453;84746;17.355190805465746;26;3;3.539990088027753e-05
42;24954;15885;14.823921938936103;21;6;0.00037771482530689327
42;3049;2789;16.72965220509143;22;5;0.0017927572606669057
42;1129;782;14.815856777493606;19;3;0.0038363171355498722
42;94;19;10;19;3;0.15789473684210525
49;160861568;85710602;15.165149510908813;25;2;2.33343361653206e-08
49;198;25;12.72;22;9;0.36
49;119705124;85959552;17.689879979830515;26;2;2.3266756904456643e-08
49;29832754;17041518;21.099419899095842;30;0;0
49;148734262;127972081;16.492865674349705;27;4;3.125681764915583e-08
49;527179;362712;19.77785405500783;26;6;1.654204989082247e-05
49;47225;37928;18.39498523518245;25;8;0.0002109259649862898
49;22868;15950;19.817115987460816;25;7;0.00043887147335423197
49;428;271;21.047970479704798;26;2;0.007380073800738007
49;109;19;9.578947368421053;18;5;0.2631578947368421
49;1347294;379567;13.242639639378554;21;6;1.580748589840529e-05
49;293;102;18.754901960784313;24;8;0.0784313725490196
49;166967258;145492595;18.364989743979752;27;2;1.3746404069567938e-08
49;1715;1262;16.485736925515056;21;8;0.006339144215530904
49;
