9;24;2;1.5;2
9;36;2;1.5;2
9;30;4;2.5;4
9;9;1;1;1
9;17;2;1.5;2
9;10;4;2.5;4
9;12;3;2;3
9;9;3;2;3
9;18;1;1;1
9;15;1;1;1
12;33;3;2;3
12;26;4;2.5;4
12;20;1;1;1
12;27;6;1.8333333333333333;3
12;31;3;2;3
12;24;1;1;1
12;23;2;1.5;2
12;25;1;1;1
12;65;4;2.5;4
12;27;1;1;1
16;110;14;5.214285714285714;8
16;53;5;3;5
16;24;4;2.5;4
16;24;6;3.5;6
16;32;3;2;3
16;858;276;4.489130434782608;8
16;46;4;2.5;4
16;60;6;3.5;6
16;38;4;2.5;4
16;45;4;2.5;4
20;315;11;4.7272727272727275;7
20;148;3;2;3
20;190;43;6.976744186046512;10
20;51;6;3.5;6
20;33;6;3.5;6
20;14540;6015;6.11571072319202;11
20;656;94;5.159574468085107;8
20;77;4;2.5;4
20;55;6;3.5;6
20;79;14;5;7
25;40;8;4.5;8
25;124;9;5;9
25;1240;845;6.4402366863905325;10
25;3304;2053;6.799318071115441;11
25;86;29;7.206896551724138;10
25;78;7;4;7
25;6743;992;7.411290322580645;11
25;137;8;4.5;8
25;7280;4497;7.5410273515677115;12
30;77;10;5.5;10
30;722;9;5;9
30;149;10;5.5;10
30;105;9;5;9
30;109;8;4.5;8
30;61;11;6;11
30;270094;237197;9.132514323536975;16
30;128;9;5;9
30;65;16;6.625;10
30;7063;5845;9.7464499572284;15
36;117;12;6.5;12
36;173;14;7.5;14
36;27255;25364;12.220982494874626;19
36;1409;1332;10.901651651651651;15
36;1077242;561597;11.656201867175216;18
36;638783;359338;10.82534827933589;18
36;239;131;11.86259541984733;16
36;106;22;9.227272727272727;14
36;382;140;8.735714285714286;12
36;723075;479009;11.927216398856807;20
42;190;12;6.5;12
42;21124;15845;13.627769012306722;19
42;33285;19901;12.959399025174614;19
42;102;14;7.5;14
42;121;12;6.5;12
42;158;12;6.5;12
42;141;13;7;13
42;208;15;8;15
42;1722;1312;10.586890243902438;16
42;3169;2184;13.199175824175825;18
9;25;2;1.5;2
9;17;2;1.5;2
9;35;4;2.5;4
9;9;1;1;1
9;17;2;1.5;2
9;11;4;2.5;4
9;12;3;2;3
9;8;3;2;3
9;18;1;1;1
9;16;1;1;1
12;33;3;2;3
12;24;4;2.5;4
12;21;1;1;1
12;27;6;1.8333333333333333;3
12;32;3;2;3
12;24;1;1;1
12;27;2;1.5;2
12;26;1;1;1
12;97;4;2.5;4
12;28;1;1;1
16;38;14;5.214285714285714;8
16;31;5;3;5
16;23;4;2.5;4
16;24;6;3.5;6
16;32;3;2;3
16;473;276;4.489130434782608;8
16;48;4;2.5;4
16;108;6;3.5;6
16;38;4;2.5;4
16;48;4;2.5;4
20;53;11;4.7272727272727275;7
20;47;3;2;3
20;119;43;6.976744186046512;10
20;49;6;3.5;6
20;33;6;3.5;6
20;8945;6015;6.11571072319202;11
20;188;94;5.159574468085107;8
20;62;4;2.5;4
20;54;6;3.5;6
20;76;14;5;7
25;37;8;4.5;8
25;76;9;5;9
25;1140;845;6.4402366863905325;10
25;8900;2053;6.799318071115441;11
25;82;29;7.206896551724138;10
25;74;7;4;7
25;1777;992;7.411290322580645;11
25;88;8;4.5;8
25;11662;4497;7.5410273515677115;12
30;79;10;5.5;10
30;118;9;5;9
30;86;10;5.5;10
30;101;9;5;9
30;92;8;4.5;8
30;98;11;6;11
30;338786;237197;9.132514323536975;16
30;104;9;5;9
30;82;16;6.625;10
30;7253;5845;9.7464499572284;15
36;123;12;6.5;12
36;105;14;7.5;14
36;31703;25364;12.220982494874626;19
36;1341;1332;10.901651651651651;15
36;940013;561597;11.656201867175216;18
36;556556;359338;10.82534827933589;18
36;317;131;11.86259541984733;16
36;164;22;9.227272727272727;14
36;365;140;8.735714285714286;12
36;690058;479009;11.927216398856807;20
42;186;12;6.5;12
42;24302;15845;13.627769012306722;19
42;23853;19901;12.959399025174614;19
42;156;14;7.5;14
42;120;12;6.5;12
42;155;12;6.5;12
42;124;13;7;13
42;188;15;8;15
42;1707;1312;10.586890243902438;16
42;2600;2184;13.199175824175825;18
